timestamp,last_trade_price
2025-02-12 15:59:59.033610155-05:00,236.83
2025-02-12 15:59:59.033610155-05:00,236.83
2025-02-12 15:59:59.033610155-05:00,236.83
2025-02-12 15:59:59.033610155-05:00,236.83
2025-02-12 15:59:59.033610155-05:00,236.83
2025-02-12 15:59:59.033610155-05:00,236.83
2025-02-12 15:59:59.033610155-05:00,236.83
2025-02-12 15:59:59.033610155-05:00,236.83
2025-02-12 15:59:59.033610155-05:00,236.83
2025-02-12 15:59:59.033610155-05:00,236.83
2025-02-12 15:59:59.033610155-05:00,236.83
2025-02-12 15:59:59.033610155-05:00,236.83
2025-02-12 15:59:59.033610155-05:00,236.83
2025-02-12 15:59:59.033610155-05:00,236.83
2025-02-12 15:59:59.033610155-05:00,236.83
2025-02-12 15:59:59.033610155-05:00,236.83
2025-02-12 15:59:59.033610155-05:00,236.83
2025-02-12 15:59:59.033610155-05:00,236.83
2025-02-12 15:59:59.033610155-05:00,236.83
2025-02-12 15:59:59.033610155-05:00,236.83
2025-02-12 15:59:59.033610155-05:00,236.83
2025-02-12 15:59:59.033610155-05:00,236.83
2025-02-12 15:59:59.033610155-05:00,236.83
2025-02-12 15:59:59.033610155-05:00,236.83
2025-02-12 15:59:59.033610155-05:00,236.83
2025-02-12 15:59:59.033610155-05:00,236.83
2025-02-12 15:59:59.033610155-05:00,236.83
2025-02-12 15:59:59.033610155-05:00,236.83
2025-02-12 15:59:59.033610155-05:00,236.83
2025-02-12 15:59:59.033610155-05:00,236.83
2025-02-12 15:59:59.033610155-05:00,236.83
2025-02-12 15:59:59.033610155-05:00,236.83
2025-02-12 15:59:59.033610155-05:00,236.83
2025-02-12 15:59:59.033610155-05:00,236.83
2025-02-12 15:59:59.033610155-05:00,236.83
2025-02-12 15:59:59.033610155-05:00,236.83
2025-02-12 15:59:59.033610155-05:00,236.83
2025-02-12 15:59:59.033610155-05:00,236.83
2025-02-12 15:59:59.033610155-05:00,236.83
2025-02-12 15:59:59.033610155-05:00,236.83
2025-02-12 15:59:59.033610155-05:00,236.83
2025-02-12 15:59:59.033610155-05:00,236.83
2025-02-12 15:59:59.033610155-05:00,236.83
2025-02-12 15:59:59.033610155-05:00,236.83
2025-02-12 15:59:59.033610155-05:00,236.83
2025-02-12 15:59:59.033610155-05:00,236.83
2025-02-12 15:59:59.033610155-05:00,236.83
2025-02-12 15:59:59.033610155-05:00,236.83
2025-02-12 15:59:59.033610155-05:00,236.83
2025-02-12 15:59:59.033610155-05:00,236.83
2025-02-12 15:59:59.033610155-05:00,236.83
2025-02-12 15:59:59.033610155-05:00,236.83
2025-02-12 15:59:59.033610155-05:00,236.83
2025-02-12 15:59:59.033610155-05:00,236.83
2025-02-12 15:59:59.033610155-05:00,236.83
2025-02-12 15:59:59.033610155-05:00,236.83
2025-02-12 15:59:59.033610155-05:00,236.83
2025-02-12 15:59:59.033610155-05:00,236.83
2025-02-12 15:59:59,236.83
2025-02-13 08:13:46,236.34
2025-02-13 08:13:46,236.34
2025-02-13 08:20:36,236.05
2025-02-13 08:24:41,236.08
2025-02-13 08:27:52,236.15
2025-02-13 08:32:09,236.13
2025-02-13 08:35:08,236.58
2025-02-13 08:36:01,236.61
2025-02-13 08:36:07,236.61
2025-02-13 08:36:11,236.61
2025-02-13 09:40:49,236.465
2025-02-13 09:40:50,236.49
2025-02-13 09:40:59,236.27
2025-02-13 09:41:04,236.1
2025-02-13 09:41:14,236.0
2025-02-13 09:41:19,235.965
2025-02-13 09:41:27,236.04
2025-02-13 09:41:39,236.35
2025-02-13 09:41:49,236.43
2025-02-13 09:42:09,236.55
2025-02-13 09:42:15,236.59
2025-02-13 09:42:18,236.66
2025-02-13 09:42:38,236.605
2025-02-13 09:42:48,236.78
2025-02-13 09:42:52,236.82
2025-02-13 09:43:00,236.89
2025-02-13 09:43:05,236.79
2025-02-13 09:43:10,236.87
2025-02-13 09:43:12,236.73
2025-02-13 09:43:17,236.75
2025-02-13 09:43:26,236.83
2025-02-13 09:43:30,236.89
2025-02-13 09:43:35,236.915
2025-02-13 09:43:41,236.92
2025-02-13 09:43:44,236.96
2025-02-13 09:43:56,236.96
2025-02-13 15:59:59,241.49
2025-02-14 07:27:32,241.49
2025-02-14 07:27:37,241.49
2025-02-14 07:27:42,241.49
2025-02-14 07:27:47,241.49
2025-02-14 07:27:52,241.49
2025-02-14 07:27:57,241.49
2025-02-14 07:28:02,241.49
2025-02-14 07:28:07,241.49
2025-02-14 07:28:12,241.49
2025-02-14 07:28:17,241.49
2025-02-14 07:28:22,241.49
2025-02-14 07:28:27,241.49
2025-02-14 07:28:32,241.49
2025-02-14 07:28:37,241.49
2025-02-14 07:28:42,241.49
2025-02-14 07:28:47,241.49
2025-02-14 07:28:52,241.49
2025-02-14 07:28:57,241.49
2025-02-14 07:29:02,241.49
2025-02-14 07:29:07,241.49
2025-02-14 07:29:12,241.49
2025-02-14 07:29:17,241.49
2025-02-14 07:29:22,241.49
2025-02-14 07:29:27,241.49
2025-02-14 07:29:32,241.49
2025-02-14 07:29:37,241.49
2025-02-14 07:29:42,241.49
2025-02-14 07:29:47,241.49
2025-02-14 07:29:52,241.49
2025-02-14 07:29:57,241.49
2025-02-14 07:30:02,241.49
2025-02-14 07:30:07,241.49
2025-02-14 07:30:12,241.49
2025-02-14 07:30:17,241.49
2025-02-14 07:30:22,241.49
2025-02-14 07:30:27,241.49
2025-02-14 07:30:32,241.49
2025-02-14 07:30:37,241.49
2025-02-14 07:30:42,241.49
2025-02-14 07:30:47,241.49
2025-02-14 07:30:52,241.49
2025-02-14 07:30:57,241.49
2025-02-14 07:31:02,241.49
2025-02-14 07:31:07,241.49
2025-02-14 07:31:12,241.49
2025-02-14 07:31:17,241.49
2025-02-14 07:31:22,241.49
2025-02-14 07:31:27,241.49
2025-02-14 07:31:32,241.49
2025-02-14 07:31:37,241.49
2025-02-14 07:31:42,241.49
2025-02-14 07:31:47,241.49
2025-02-14 07:31:52,241.49
2025-02-14 07:31:57,241.49
2025-02-14 07:32:02,241.49
2025-02-14 07:32:07,241.49
2025-02-14 07:32:12,241.49
2025-02-14 07:32:17,241.49
2025-02-14 07:32:22,241.49
2025-02-14 07:32:27,241.49
2025-02-14 07:32:32,241.49
2025-02-14 07:32:37,241.49
2025-02-14 07:32:42,241.49
2025-02-14 07:32:47,241.49
2025-02-14 07:32:52,241.49
2025-02-14 07:32:57,241.49
2025-02-14 07:33:02,241.49
2025-02-14 07:33:07,241.49
2025-02-14 07:33:12,241.49
2025-02-14 07:33:17,241.49
2025-02-14 07:33:22,241.49
2025-02-14 07:33:27,241.49
2025-02-14 07:33:32,241.49
2025-02-14 07:33:37,241.49
2025-02-14 07:33:42,241.49
2025-02-14 07:33:47,241.49
2025-02-14 07:33:52,241.49
2025-02-14 07:33:57,241.49
2025-02-19 08:15:28,244.45
2025-02-19 08:15:33,244.45
2025-02-19 08:15:38,244.45
2025-02-19 08:15:43,244.45
2025-02-19 08:15:48,244.45
2025-02-19 08:15:53,244.45
2025-02-19 08:15:58,244.45
2025-02-19 08:16:03,244.45
2025-02-21 08:08:41,245.84
2025-02-21 08:08:46,245.84
2025-02-21 08:08:51,245.84
2025-02-21 08:08:56,245.84
2025-02-21 08:09:01,245.84
2025-02-21 08:09:06,245.84
2025-02-21 08:09:11,245.84
2025-02-21 08:09:16,245.84
2025-02-21 08:09:21,245.84
2025-02-21 08:09:26,245.84
2025-02-21 08:09:31,245.84
2025-02-21 08:09:36,245.84
2025-02-21 08:31:49,245.84
2025-02-21 08:31:54,245.84
2025-02-21 08:31:59,245.84
2025-02-21 08:32:04,245.84
2025-02-21 08:32:09,245.84
2025-02-21 08:32:14,245.84
2025-02-21 08:32:19,245.84
