timestamp,last_trade_price
2025-02-14 10:45:39,610.18
2025-02-14 10:45:43,610.12
2025-02-14 10:45:46,610.12
2025-02-14 10:45:47,610.14
2025-02-14 10:46:08,610.16
2025-02-14 10:46:09,610.16
2025-02-14 10:46:22,610.155
2025-02-14 10:46:37,610.26
2025-02-14 10:46:37,610.26
2025-02-14 10:46:37,610.26
2025-02-14 10:46:38,610.28
2025-02-14 10:46:38,610.28
2025-02-14 10:46:45,610.22
2025-02-14 10:46:45,610.24
2025-02-14 10:47:01,610.29
2025-02-14 10:47:02,610.29
2025-02-14 10:47:03,610.295
2025-02-14 10:47:03,610.295
2025-02-14 10:47:03,610.295
2025-02-14 10:47:03,610.295
2025-02-14 10:47:03,610.295
2025-02-14 10:47:03,610.295
2025-02-14 10:47:03,610.295
2025-02-14 10:47:03,610.295
2025-02-14 10:47:05,610.26
2025-02-14 10:47:25,610.22
2025-02-14 10:47:38,610.215
2025-02-14 10:47:46,610.215
2025-02-14 10:47:53,610.245
2025-02-14 10:47:55,610.24
2025-02-14 10:48:08,610.26
2025-02-14 10:48:16,610.275
2025-02-14 10:48:20,610.26
2025-02-14 10:48:28,610.29
2025-02-14 10:48:28,610.29
2025-02-14 10:48:36,610.27
2025-02-14 10:48:41,610.32
2025-02-14 10:48:41,610.32
2025-02-14 10:48:41,610.32
2025-02-14 10:48:41,610.32
2025-02-14 10:48:41,610.32
2025-02-14 10:48:47,610.34
2025-02-14 10:48:47,610.34
2025-02-14 10:48:53,610.315
2025-02-14 10:48:56,610.315
2025-02-14 10:49:18,610.305
2025-02-14 10:49:18,610.305
2025-02-14 10:49:23,610.395
2025-02-14 10:49:37,610.455
2025-02-14 10:49:45,610.48
2025-02-14 10:49:48,610.485
2025-02-14 10:49:48,610.47
2025-02-14 10:49:59,610.43
2025-02-14 10:50:09,610.34
2025-02-14 10:50:23,610.345
2025-02-14 10:50:32,610.4
2025-02-14 10:50:33,610.4
2025-02-14 10:50:42,610.395
2025-02-14 10:50:46,610.395
2025-02-14 10:50:47,610.405
2025-02-14 10:50:47,610.405
2025-02-14 10:50:49,610.395
2025-02-14 10:50:49,610.4
2025-02-14 10:50:57,610.385
2025-02-14 10:51:17,610.45
2025-02-14 10:51:22,610.48
2025-02-14 10:51:24,610.49
2025-02-14 10:51:26,610.54
2025-02-14 10:51:28,610.54
2025-02-14 10:51:30,610.54
2025-02-14 10:51:32,610.53
2025-02-14 10:51:32,610.53
2025-02-14 10:51:32,610.53
2025-02-14 10:51:34,610.53
2025-02-14 10:51:38,610.54
2025-02-14 10:51:38,610.54
2025-02-14 10:51:41,610.51
2025-02-14 10:52:00,610.475
2025-02-14 10:52:05,610.48
2025-02-14 10:52:20,610.52
2025-02-14 10:52:21,610.52
2025-02-14 10:52:37,610.45
2025-02-14 10:52:50,610.46
2025-02-14 10:52:51,610.47
2025-02-14 10:52:58,610.47
2025-02-14 10:53:03,610.49
2025-02-14 10:53:10,610.5
2025-02-14 10:53:12,610.5
2025-02-14 10:53:14,610.5
2025-02-14 10:53:18,610.51
2025-02-14 10:53:20,610.53
2025-02-14 10:53:22,610.55
2025-02-14 10:53:22,610.56
2025-02-14 10:53:23,610.56
2025-02-14 10:53:32,610.54
2025-02-14 10:53:32,610.54
2025-02-14 10:53:36,610.55
2025-02-14 10:53:37,610.54
2025-02-14 10:53:37,610.54
2025-02-14 10:53:38,610.54
2025-02-14 10:53:38,610.56
2025-02-14 10:53:40,610.55
2025-02-14 10:53:53,610.53
2025-02-14 10:53:57,610.54
2025-02-14 10:53:57,610.54
2025-02-14 10:54:00,610.51
2025-02-14 10:54:00,610.51
2025-02-14 10:54:00,610.505
2025-02-14 10:54:03,610.52
2025-02-14 10:54:06,610.51
2025-02-14 10:54:06,610.52
2025-02-14 10:54:10,610.5
2025-02-14 10:54:11,610.51
2025-02-14 10:54:12,610.52
2025-02-14 10:54:13,610.52
2025-02-14 10:54:17,610.53
2025-02-14 10:54:17,610.53
2025-02-14 10:54:20,610.535
2025-02-14 10:54:20,610.55
2025-02-14 10:54:37,610.575
2025-02-14 10:54:39,610.57
2025-02-14 10:54:40,610.57
2025-02-14 10:54:42,610.56
2025-02-14 10:54:51,610.55
2025-02-14 10:54:54,610.54
2025-02-14 10:54:57,610.54
2025-02-14 10:54:58,610.525
2025-02-14 10:55:00,610.525
2025-02-14 10:55:01,610.485
2025-02-14 10:55:01,610.485
2025-02-14 10:55:05,610.5
2025-02-14 10:55:10,610.495
2025-02-14 10:55:14,610.52
2025-02-14 10:55:15,610.51
2025-02-14 10:55:16,610.52
2025-02-14 10:55:17,610.515
2025-02-14 10:55:19,610.52
2025-02-14 10:55:23,610.54
2025-02-14 10:55:25,610.53
2025-02-14 10:55:25,610.54
2025-02-14 10:55:38,610.515
2025-02-14 10:55:40,610.49
2025-02-14 10:55:43,610.48
2025-02-14 10:55:43,610.48
2025-02-14 10:55:47,610.46
2025-02-14 10:55:48,610.46
2025-02-14 10:55:49,610.45
2025-02-14 10:55:49,610.465
2025-02-14 10:55:49,610.465
2025-02-14 10:55:49,610.46
2025-02-14 10:55:51,610.475
2025-02-14 10:55:52,610.48
2025-02-14 10:55:58,610.47
2025-02-14 10:56:03,610.48
2025-02-14 10:56:08,610.51
2025-02-14 10:56:13,610.495
2025-02-14 10:56:19,610.49
2025-02-14 10:56:19,610.48
2025-02-14 10:56:21,610.5
2025-02-14 10:56:22,610.51
2025-02-14 10:56:24,610.51
2025-02-14 10:56:27,610.48
2025-02-14 10:56:41,610.56
2025-02-14 10:56:45,610.56
2025-02-14 10:56:54,610.54
2025-02-14 10:56:59,610.54
2025-02-14 10:57:02,610.54
2025-02-14 10:57:03,610.53
2025-02-14 10:57:04,610.54
2025-02-14 10:57:06,610.54
2025-02-14 10:57:10,610.535
2025-02-14 10:57:10,610.53
2025-02-14 10:57:15,610.55
2025-02-14 10:57:15,610.54
2025-02-14 10:57:21,610.56
2025-02-14 10:57:28,610.575
2025-02-14 10:57:28,610.57
2025-02-14 10:57:29,610.58
2025-02-14 10:57:32,610.59
2025-02-14 10:57:36,610.62
2025-02-14 10:57:40,610.63
2025-02-14 10:57:40,610.63
2025-02-14 10:57:48,610.63
2025-02-14 10:57:50,610.635
2025-02-14 10:57:51,610.64
2025-02-14 10:57:51,610.64
2025-02-14 10:57:51,610.64
2025-02-14 10:57:51,610.645
2025-02-14 10:57:54,610.64
2025-02-14 10:57:58,610.635
2025-02-14 10:58:00,610.64
2025-02-14 10:58:01,610.65
2025-02-14 10:58:01,610.65
2025-02-14 10:58:09,610.65
2025-02-14 10:58:13,610.64
2025-02-14 10:58:14,610.63
2025-02-14 10:58:14,610.615
2025-02-14 10:58:16,610.58
2025-02-14 10:58:16,610.59
2025-02-14 10:58:21,610.61
2025-02-14 10:58:24,610.61
2025-02-14 10:58:25,610.57
2025-02-14 10:58:29,610.6
2025-02-14 10:58:37,610.61
2025-02-14 10:58:38,610.605
2025-02-14 10:58:38,610.61
2025-02-14 10:58:41,610.58
2025-02-14 10:58:42,610.585
2025-02-14 10:58:43,610.58
2025-02-14 10:58:46,610.58
2025-02-14 10:58:47,610.58
2025-02-14 10:58:48,610.55
2025-02-14 10:58:49,610.555
2025-02-14 10:58:53,610.56
2025-02-14 10:58:58,610.555
2025-02-14 10:58:58,610.555
2025-02-14 10:58:58,610.56
2025-02-14 10:58:58,610.56
2025-02-14 10:58:58,610.545
2025-02-14 10:58:59,610.55
2025-02-14 10:59:00,610.565
2025-02-14 10:59:02,610.555
2025-02-14 10:59:02,610.555
2025-02-14 10:59:06,610.57
2025-02-14 10:59:09,610.56
2025-02-14 10:59:09,610.555
2025-02-14 10:59:09,610.555
2025-02-14 10:59:09,610.56
2025-02-14 10:59:09,610.56
2025-02-14 10:59:09,610.56
2025-02-14 10:59:09,610.56
2025-02-14 10:59:14,610.565
2025-02-14 10:59:16,610.56
2025-02-14 10:59:16,610.56
2025-02-14 10:59:24,610.54
2025-02-14 10:59:30,610.54
2025-02-14 10:59:35,610.52
2025-02-14 10:59:38,610.51
2025-02-14 10:59:38,610.505
2025-02-14 10:59:44,610.5
2025-02-14 10:59:45,610.505
2025-02-14 10:59:45,610.51
2025-02-14 10:59:50,610.51
2025-02-14 11:00:00,610.54
2025-02-14 11:00:00,610.54
2025-02-14 11:00:00,610.545
2025-02-14 11:00:01,610.56
2025-02-14 11:00:05,610.57
2025-02-14 11:00:12,610.54
2025-02-14 11:00:13,610.55
2025-02-14 11:00:14,610.55
2025-02-14 11:00:20,610.485
2025-02-14 11:00:27,610.505
2025-02-14 11:00:27,610.505
2025-02-14 11:00:27,610.505
2025-02-14 11:00:27,610.505
2025-02-14 11:00:29,610.495
2025-02-14 11:00:36,610.425
2025-02-14 11:00:36,610.42
2025-02-14 11:00:38,610.415
2025-02-14 11:00:39,610.42
2025-02-14 11:00:41,610.43
2025-02-14 11:00:42,610.41
2025-02-14 11:00:42,610.41
2025-02-14 11:00:45,610.43
2025-02-14 11:00:48,610.36
2025-02-14 11:00:49,610.39
2025-02-14 11:00:50,610.4
2025-02-14 11:00:52,610.4
2025-02-14 11:00:55,610.41
2025-02-14 11:01:19,610.365
2025-02-14 11:01:19,610.335
2025-02-14 11:01:19,610.35
2025-02-14 11:01:19,610.33
2025-02-14 11:01:19,610.33
2025-02-14 11:01:19,610.33
2025-02-14 11:01:19,610.31
2025-02-14 11:01:19,610.275
2025-02-14 11:01:19,610.275
2025-02-14 11:01:19,610.29
2025-02-14 11:01:19,610.29
2025-02-14 11:01:19,610.3
2025-02-14 11:01:19,610.3
2025-02-14 11:01:19,610.3
2025-02-14 11:01:19,610.3
2025-02-14 11:01:19,610.3
2025-02-14 11:01:20,610.31
2025-02-14 11:01:20,610.31
2025-02-14 11:01:22,610.315
2025-02-14 11:01:26,610.385
2025-02-14 11:01:27,610.4
2025-02-14 11:01:30,610.41
2025-02-14 11:01:30,610.41
2025-02-14 11:01:30,610.41
2025-02-14 11:01:30,610.43
2025-02-14 11:01:31,610.41
2025-02-14 11:01:39,610.4
2025-02-14 11:01:41,610.38
2025-02-14 11:01:45,610.375
2025-02-14 11:01:45,610.38
2025-02-14 11:01:48,610.4
2025-02-14 11:01:48,610.4
2025-02-14 11:01:49,610.41
2025-02-14 11:01:53,610.44
2025-02-14 11:01:55,610.46
2025-02-14 11:01:56,610.46
2025-02-14 11:01:56,610.46
2025-02-14 11:01:56,610.46
2025-02-14 11:01:58,610.48
2025-02-14 11:02:00,610.495
2025-02-14 11:02:00,610.495
2025-02-14 11:02:00,610.495
