timestamp,last_trade_price
2025-02-14 10:39:57,610.08
2025-02-14 10:40:07,610.05
2025-02-14 10:40:10,610.045
2025-02-14 10:40:13,610.06
2025-02-14 10:40:18,610.0
2025-02-14 10:40:20,609.975
2025-02-14 10:40:25,609.97
2025-02-14 10:40:29,610.03
2025-02-14 10:40:29,610.03
2025-02-14 10:40:39,609.98
2025-02-14 10:40:39,609.975
2025-02-14 10:40:39,609.98
2025-02-14 10:40:39,609.98
2025-02-14 10:40:41,609.96
2025-02-14 10:40:43,609.95
2025-02-14 10:40:44,609.96
2025-02-14 10:40:44,609.96
2025-02-14 10:40:46,609.96
2025-02-14 10:40:47,609.96
2025-02-14 10:40:49,609.95
2025-02-14 10:40:50,609.93
2025-02-14 10:41:01,609.955
2025-02-14 10:41:01,609.95
2025-02-14 10:41:03,609.87
2025-02-14 10:41:07,609.86
2025-02-14 10:41:07,609.88
2025-02-14 10:41:16,609.77
2025-02-14 10:41:22,609.76
2025-02-14 10:41:24,609.76
2025-02-14 10:41:33,609.825
2025-02-14 10:41:33,609.84
2025-02-14 10:41:34,609.85
2025-02-14 10:41:40,609.85
2025-02-14 10:41:42,609.865
2025-02-14 10:42:09,609.905
2025-02-14 10:42:16,609.91
2025-02-14 10:42:17,609.96
2025-02-14 10:42:17,609.96
2025-02-14 10:42:22,609.98
2025-02-14 10:42:29,610.03
2025-02-14 10:42:30,610.03
2025-02-14 10:42:30,610.03
2025-02-14 10:42:30,610.01
2025-02-14 10:42:35,609.97
2025-02-14 10:42:36,609.93
2025-02-14 10:42:39,609.95
2025-02-14 10:42:41,609.99
2025-02-14 10:42:56,609.98
2025-02-14 10:42:56,609.98
2025-02-14 10:42:57,609.98
2025-02-14 10:42:58,609.93
2025-02-14 10:43:02,609.92
2025-02-14 10:43:06,609.94
2025-02-14 10:43:15,609.95
2025-02-14 10:43:22,609.91
2025-02-14 10:43:25,609.98
2025-02-14 10:43:31,609.98
2025-02-14 10:43:41,609.96
2025-02-14 10:43:44,609.96
2025-02-14 10:43:45,609.95
2025-02-14 10:43:47,609.96
2025-02-14 10:43:54,609.98
2025-02-14 10:43:54,609.98
2025-02-14 10:43:55,609.98
2025-02-14 10:43:55,609.98
2025-02-14 10:43:58,609.97
2025-02-14 10:44:00,609.92
2025-02-14 10:44:13,609.94
2025-02-14 10:44:22,609.94
2025-02-14 10:44:27,609.96
2025-02-14 10:44:30,609.97
2025-02-14 10:44:32,609.97
2025-02-14 10:44:32,609.97
2025-02-14 10:44:37,609.99
2025-02-14 10:44:37,609.99
2025-02-14 10:44:40,610.06
2025-02-14 10:44:44,610.06
2025-02-14 10:44:56,610.065
2025-02-14 10:44:58,610.055
2025-02-14 10:45:02,610.12
2025-02-14 10:45:07,610.12
2025-02-14 10:45:18,610.15
2025-02-14 10:45:21,610.17
2025-02-14 10:45:36,610.22
2025-02-14 10:45:36,610.215
2025-02-14 10:45:36,610.215
2025-02-14 10:45:37,610.215
2025-02-14 10:45:37,610.18
2025-02-14 10:45:39,610.18
